state_ut,district,year,murder,rape,robbery,theft,riots,cheating,dowry_deaths,total_ipc_crimes
HIMACHAL PRADESH,TOTAL,2003,125,126,19,627,610,130,6,12011
JAMMU & KASHMIR,ANANTNAG,2003,77,9,19,105,102,21,0,1347
JAMMU & KASHMIR,AWANTIPORA,2003,8,2,6,23,13,1,0,356
JAMMU & KASHMIR,BARAMULLA,2003,95,18,9,208,172,22,0,1815
JAMMU & KASHMIR,BORDER,2003,8,9,1,32,26,9,0,768
JAMMU & KASHMIR,BUDGAM,2003,48,11,1,119,82,13,0,921
JAMMU & KASHMIR,CRIME JAMMU,2003,1,0,0,0,0,34,0,36
JAMMU & KASHMIR,CRIME SRINAGAR,2003,1,0,0,0,0,74,0,81
JAMMU & KASHMIR,DODA,2003,87,6,7,23,28,11,0,761
JAMMU & KASHMIR,GANDERBAL,2003,15,8,2,53,92,3,0,588
JAMMU & KASHMIR,HANDWARA,2003,39,2,9,29,52,5,0,426
JAMMU & KASHMIR,JAMMU,2003,34,20,10,363,56,50,3,3370
JAMMU & KASHMIR,KARGIL,2003,0,1,0,4,7,2,0,83
JAMMU & KASHMIR,KATHUA,2003,16,13,2,46,56,15,0,1046
JAMMU & KASHMIR,KULGAM,2003,43,5,11,29,46,12,0,563
JAMMU & KASHMIR,KUPWARA,2003,38,5,1,42,49,16,0,713
JAMMU & KASHMIR,LEH,2003,0,3,0,3,6,1,0,142
JAMMU & KASHMIR,POONCH,2003,111,12,0,61,19,8,0,727
JAMMU & KASHMIR,PULWAMA,2003,70,10,22,124,131,5,2,956
JAMMU & KASHMIR,RAILWAYS,2003,0,1,0,14,0,1,0,25
JAMMU & KASHMIR,RAJOURI,2003,86,28,1,46,22,11,2,1303
JAMMU & KASHMIR,RAMBAN,2003,53,10,0,16,17,6,0,609
JAMMU & KASHMIR,REASI,2003,33,8,0,10,0,5,0,275
JAMMU & KASHMIR,SRINAGAR,2003,56,23,51,513,138,79,0,3109
JAMMU & KASHMIR,UDHAMPUR,2003,10,7,2,86,53,4,3,1213
JAMMU & KASHMIR,TOTAL,2003,929,211,154,1949,1167,408,10,21233
JHARKHAND,BOKARO,2003,58,48,64,425,180,24,29,2154
JHARKHAND,CHAIBASA,2003,129,38,17,98,39,2,0,735
JHARKHAND,CHATRA,2003,35,14,23,80,130,10,16,1038
JHARKHAND,DEOGHAR,2003,55,53,31,107,184,16,14,1582
JHARKHAND,DHANBAD,2003,92,43,50,573,218,77,30,3227
JHARKHAND,DHANBAD RLY.,2003,9,0,33,120,20,5,1,363
JHARKHAND,DUMKA,2003,57,49,9,76,22,13,9,967
JHARKHAND,GARHWA,2003,32,23,26,67,156,10,13,985
JHARKHAND,GIRIDIH,2003,65,35,50,236,128,32,42,2386
JHARKHAND,GODDA,2003,31,76,15,129,124,20,4,2195
JHARKHAND,GUMLA,2003,131,31,33,56,43,9,0,769
JHARKHAND,HAZARIBAGH,2003,81,40,102,406,295,47,41,2839
JHARKHAND,JAMSHEDPUR,2003,49,28,36,436,122,82,12,2138
JHARKHAND,JAMSHEDPUR RLY.,2003,6,2,11,84,23,2,3,235
JHARKHAND,JAMTARA,2003,17,35,7,42,36,4,5,476
JHARKHAND,KODERMA,2003,30,0,24,35,103,15,7,751
JHARKHAND,LATEHAR,2003,43,10,22,42,28,1,0,519
JHARKHAND,LOHARDAGGA,2003,44,15,23,28,28,5,0,448
JHARKHAND,PAKUR,2003,27,31,13,45,57,14,0,526
JHARKHAND,PALAMU,2003,70,13,31,67,194,23,11,1603
JHARKHAND,RANCHI,2003,250,55,183,740,264,53,9,4277
JHARKHAND,SAHEBGANJ,2003,61,23,12,69,25,8,9,642
JHARKHAND,SARAIKELA,2003,60,31,32,162,33,5,7,973
JHARKHAND,SIMDEGA,2003,50,19,17,32,29,2,0,375
JHARKHAND,TOTAL,2003,1482,712,864,4155,2481,479,262,32203
KARNATAKA,BAGALKOT,2003,50,12,7,112,180,20,2,1951
KARNATAKA,BANGALORE COMMR.,2003,216,34,311,7123,273,1780,34,29260
KARNATAKA,BANGALORE RURAL,2003,128,27,49,864,465,54,31,7409
KARNATAKA,BELGAUM,2003,107,11,41,298,243,111,12,4494
KARNATAKA,BELLARY,2003,48,14,16,265,218,34,2,3302
KARNATAKA,BIDAR,2003,37,6,43,226,144,36,5,4069
KARNATAKA,BIJAPUR,2003,55,9,15,115,226,22,4,4283
KARNATAKA,CHAMARAJNAGAR,2003,25,3,4,121,87,19,4,1171
KARNATAKA,CHICKMAGALUR,2003,28,12,13,308,150,6,4,3013
KARNATAKA,CHITRADURGA,2003,42,19,10,185,326,27,6,3276
KARNATAKA,DAKSHIN KANNADA,2003,35,3,7,220,194,40,2,3521
KARNATAKA,DAVANAGERE,2003,28,16,35,329,277,47,10,2988
KARNATAKA,DHARWAD COMMR.,2003,23,3,16,288,80,81,3,1793
KARNATAKA,DHARWAD RURAL,2003,28,5,6,60,106,12,3,903
KARNATAKA,GADAG,2003,16,1,1,62,98,14,1,842
KARNATAKA,GULBARGA,2003,88,14,33,190,334,67,5,4278
KARNATAKA,HASSAN,2003,53,16,39,348,200,34,3,4196
KARNATAKA,HAVERI,2003,25,3,4,113,239,20,1,1827
KARNATAKA,K.G.F.,2003,12,5,11,123,66,23,7,920
KARNATAKA,KODAGU,2003,32,11,6,69,89,11,1,1282
KARNATAKA,KOLAR,2003,65,14,22,357,298,35,10,3213
KARNATAKA,KOPPAL,2003,24,12,13,68,97,15,5,1135
KARNATAKA,MANDYA,2003,57,13,22,305,299,20,5,3755
KARNATAKA,MYSORE COMMR.,2003,26,8,49,324,47,43,5,1819
KARNATAKA,MYSORE RURAL,2003,40,4,16,191,158,9,7,2374
KARNATAKA,RAICHUR,2003,37,12,8,124,217,72,7,2334
KARNATAKA,RAILWAYS,2003,13,0,9,538,15,3,1,812
KARNATAKA,SHIMOGA,2003,51,15,21,266,242,33,4,3706
KARNATAKA,TUMKUR,2003,79,14,19,396,179,34,10,4003
KARNATAKA,UDUPI,2003,15,5,9,107,144,19,0,2170
KARNATAKA,UTTAR KANNADA,2003,23,0,6,85,93,11,0,2306
KARNATAKA,TOTAL,2003,1506,321,861,14180,5784,2752,194,112405
KERALA,ALAPUZHA,2003,23,10,38,170,385,121,3,6975
KERALA,CBCID,2003,18,1,2,10,8,32,0,232
KERALA,ERNAKULAM COMMR.,2003,21,11,66,486,221,290,0,6829
KERALA,ERNAKULAM RURAL,2003,25,22,28,323,348,115,2,8080
KERALA,IDUKKI,2003,28,14,16,167,233,65,0,4252
KERALA,KANNUR,2003,12,13,13,164,505,81,0,4273
KERALA,KASARGOD,2003,24,15,16,169,372,69,0,2843
KERALA,KOLLAM,2003,36,53,28,329,712,158,5,9380
KERALA,KOTTAYAM,2003,19,25,45,327,316,279,0,6684
KERALA,KOZHIKODE COMMR.,2003,14,10,23,335,399,233,2,4717
KERALA,KOZHIKODE RURAL,2003,8,24,6,154,458,165,1,3982
KERALA,MALAPPURAM,2003,18,42,9,265,441,289,2,5909
KERALA,PALAKKAD,2003,52,47,35,262,458,157,3,5465
KERALA,PATHANAMTHITTA,2003,27,13,25,144,221,59,2,4206
KERALA,RAILWAYS,2003,3,0,4,157,10,2,0,240
KERALA,THRISSUR,2003,39,29,89,488,658,388,3,9797
KERALA,TRIVANDRUM COMMR.,2003,10,17,113,442,311,277,2,5189
KERALA,TRIVANDRUM RURAL,2003,37,28,64,309,488,173,7,7544
KERALA,WAYANADU,2003,21,20,14,190,254,108,1,2227
KERALA,TOTAL,2003,435,394,634,4891,6798,3061,33,98824
MADHYA PRADESH,ANUPPUR,2003,10,10,3,46,3,3,1,633
MADHYA PRADESH,ASHOK NAGAR,2003,24,33,11,101,56,3,6,2195
MADHYA PRADESH,BALAGHAT,2003,55,61,12,164,36,8,10,2895
MADHYA PRADESH,BARWANI,2003,45,38,15,121,39,10,4,2252
MADHYA PRADESH,BETUL,2003,65,137,11,190,20,27,9,3313
MADHYA PRADESH,BHIND,2003,61,25,40,250,100,32,24,3647
MADHYA PRADESH,BHOPAL,2003,54,93,97,1640,92,109,16,14689
MADHYA PRADESH,BHOPAL RLY.,2003,5,3,25,1086,5,8,2,1504
MADHYA PRADESH,BURHANPUR,2003,6,7,2,37,5,4,1,456
MADHYA PRADESH,CHHATARPUR,2003,55,56,32,135,49,11,17,3042
MADHYA PRADESH,CHHINDWARA,2003,45,82,9,181,26,27,12,3539
MADHYA PRADESH,DAMOH,2003,47,49,19,114,18,9,27,2676
MADHYA PRADESH,DATIYA,2003,55,30,31,132,19,14,10,1987
MADHYA PRADESH,DEWAS,2003,57,88,67,999,112,44,12,8478
MADHYA PRADESH,DHAR,2003,87,82,46,515,138,11,40,4938
MADHYA PRADESH,DINDORI,2003,14,37,5,44,5,10,1,1035
MADHYA PRADESH,GUNA,2003,37,83,21,254,76,21,9,3578
MADHYA PRADESH,GWALIOR,2003,91,72,112,967,151,109,24,7833
MADHYA PRADESH,HARDA,2003,13,25,14,83,7,3,3,828
MADHYA PRADESH,HOSHANGABAD,2003,49,70,48,357,29,19,19,3361
MADHYA PRADESH,INDORE,2003,93,77,162,2856,134,123,22,15998
MADHYA PRADESH,INDORE RLY.,2003,4,0,4,111,3,4,1,202
MADHYA PRADESH,JABALPUR,2003,92,103,96,1151,95,84,57,10004
MADHYA PRADESH,JABALPUR RLY.,2003,1,0,16,223,1,1,0,397
MADHYA PRADESH,JHABUA,2003,119,36,18,214,46,17,0,3371
MADHYA PRADESH,KATNI,2003,35,37,27,225,30,16,17,2557
MADHYA PRADESH,KHANDWA,2003,31,53,9,222,37,23,6,2791
MADHYA PRADESH,KHARGON,2003,37,50,18,646,77,27,5,4161
MADHYA PRADESH,MANDLA,2003,37,39,5,113,20,17,4,2147
MADHYA PRADESH,MANDSAUR,2003,30,45,33,413,52,33,4,2758
MADHYA PRADESH,MORENA,2003,57,40,42,458,167,29,23,4487
MADHYA PRADESH,NARSINGHPUR,2003,44,40,19,127,28,11,15,2146
MADHYA PRADESH,NEEMUCH,2003,13,31,18,313,36,20,4,2116
MADHYA PRADESH,PANNA,2003,36,32,15,122,14,5,21,1632
MADHYA PRADESH,RAISEN,2003,35,75,16,208,33,10,17,3376
MADHYA PRADESH,RAJGARH,2003,31,88,35,328,121,10,2,4066
MADHYA PRADESH,RATLAM,2003,45,62,18,443,24,37,5,3447
MADHYA PRADESH,REWA,2003,57,41,59,393,49,16,28,4450
MADHYA PRADESH,SAGAR,2003,59,121,32,521,103,34,27,6856
MADHYA PRADESH,SATNA,2003,61,59,38,362,34,17,33,4537
MADHYA PRADESH,SEONI,2003,27,54,13,93,28,14,6,1895
MADHYA PRADESH,SHAHDOL,2003,60,68,31,301,29,15,13,4165
MADHYA PRADESH,SHAJAPUR,2003,31,71,43,535,103,23,10,3718
MADHYA PRADESH,SHEOPUR,2003,15,19,7,96,37,9,1,1254
MADHYA PRADESH,SHIVPURI,2003,60,69,21,210,109,16,13,3473
MADHYA PRADESH,SIDHI,2003,44,38,16,303,32,27,17,3717
MADHYA PRADESH,SIHORE,2003,32,86,24,336,24,21,6,3212
MADHYA PRADESH,TIKAMGARH,2003,40,50,14,154,47,14,20,2678
MADHYA PRADESH,UJJAIN,2003,58,59,73,1174,91,48,7,7634
MADHYA PRADESH,UMARIYA,2003,27,20,16,69,17,8,5,1244
MADHYA PRADESH,VIDISHA,2003,41,94,20,286,122,11,12,3710
MADHYA PRADESH,TOTAL,2003,2227,2738,1578,20422,2729,1222,648,191078
MAHARASHTRA,AHMEDNAGAR,2003,101,44,102,786,254,77,15,4251
MAHARASHTRA,AKOLA,2003,48,29,45,727,89,70,9,3900
MAHARASHTRA,AMRAVATI COMMR.,2003,31,26,35,948,85,38,3,2986
MAHARASHTRA,AMRAVATI RURAL,2003,53,47,31,902,138,29,8,3763
MAHARASHTRA,AURANGABAD COMMR.,2003,28,8,49,506,126,111,4,2286
MAHARASHTRA,AURANGABAD RURAL,2003,60,14,47,281,165,35,32,2675
MAHARASHTRA,BEED,2003,72,25,73,599,318,47,10,3887
MAHARASHTRA,BHANDARA,2003,30,41,12,361,73,19,7,2313
MAHARASHTRA,BULDHANA,2003,53,39,40,723,167,69,61,3821
MAHARASHTRA,CHANDRAPUR,2003,41,36,29,574,116,47,3,3033
MAHARASHTRA,DHULE,2003,32,7,3,219,61,38,2,1754
MAHARASHTRA,GADCHIROLI,2003,58,30,7,131,21,8,2,1501
MAHARASHTRA,GONDIA,2003,41,25,9,300,27,13,6,1875
MAHARASHTRA,HINGOLI,2003,28,14,44,142,107,31,1,1735
MAHARASHTRA,JALGAON,2003,82,38,28,475,135,147,8,3927
MAHARASHTRA,JALNA,2003,53,8,43,309,146,44,15,2430
MAHARASHTRA,KOLHAPUR,2003,66,15,24,508,148,304,25,3358
MAHARASHTRA,LATUR,2003,56,21,34,291,175,58,31,3074
MAHARASHTRA,MUMBAI,2003,242,133,239,9793,131,1178,8,25686
MAHARASHTRA,MUMBAI RLY.,2003,9,4,32,1589,9,36,1,1841
MAHARASHTRA,NAGPUR COMMR.,2003,104,26,172,2022,165,151,4,7357
MAHARASHTRA,NAGPUR RLY.,2003,8,1,12,940,4,2,0,1169
MAHARASHTRA,NAGPUR RURAL,2003,73,52,63,860,112,47,5,4644
MAHARASHTRA,NANDED,2003,71,33,74,518,219,131,16,5829
MAHARASHTRA,NANDURBAR,2003,43,10,11,134,91,23,2,1283
MAHARASHTRA,NASIK COMMR.,2003,27,11,31,705,86,101,4,2542
MAHARASHTRA,NASIK RURAL,2003,110,54,51,447,277,95,3,4384
MAHARASHTRA,NAVI MUMBAI,2003,50,16,49,782,67,145,6,2861
MAHARASHTRA,OSMANABAD,2003,38,12,17,329,153,25,3,2507
MAHARASHTRA,PARBHANI,2003,52,13,56,205,131,60,7,2350
MAHARASHTRA,PUNE COMMR.,2003,110,40,97,2740,531,462,2,8813
MAHARASHTRA,PUNE RLY.,2003,0,3,4,192,2,3,0,261
MAHARASHTRA,PUNE RURAL,2003,127,29,58,661,143,87,7,4479
MAHARASHTRA,RAIGAD,2003,50,25,26,274,129,47,2,2179
MAHARASHTRA,RATNAGIRI,2003,20,16,5,178,48,43,0,1272
MAHARASHTRA,SANGLI,2003,78,47,19,498,93,153,7,2713
MAHARASHTRA,SATARA,2003,61,17,34,506,88,79,8,3164
MAHARASHTRA,SINDHUDURG,2003,14,8,8,93,38,9,1,810
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15,45,351,66,116,4,1682
MAHARASHTRA,SOLAPUR RURAL,2003,112,44,34,367,153,35,4,3230
MAHARASHTRA,THANE COMMR.,2003,111,51,148,1872,238,570,4,6708
MAHARASHTRA,THANE RURAL,2003,149,51,85,537,208,103,6,4008
MAHARASHTRA,WARDHA,2003,48,25,27,655,48,50,1,3783
MAHARASHTRA,WASHIM,2003,27,15,21,323,75,21,9,1959
MAHARASHTRA,YAVATMAL,2003,83,50,23,745,58,48,12,4223
MAHARASHTRA,TOTAL,2003,2772,1268,2096,37098,5714,5005,368,164306
MANIPUR,BISHNUPUR,2003,22,2,0,11,8,6,0,274
MANIPUR,CHANDEL,2003,17,0,1,5,5,0,0,83
MANIPUR,CHURACHANDPUR,2003,14,0,0,16,0,1,0,97
MANIPUR,IMPHAL(EAST),2003,25,3,1,44,18,8,0,458
MANIPUR,IMPHAL(WEST),2003,28,5,1,131,32,25,0,941
MANIPUR,SENAPATI,2003,17,0,1,3,5,4,0,132
MANIPUR,TAMENGLONG,2003,3,0,0,5,0,0,0,24
MANIPUR,THOUBAL,2003,22,8,1,33,5,32,0,488
MANIPUR,UKHRUL,2003,2,0,1,4,0,0,0,40
MANIPUR,TOTAL,2003,150,18,6,252,73,76,0,2537
MEGHALAYA,GARO HILLS EAST,2003,14,1,6,20,3,3,0,132
MEGHALAYA,GARO HILLS SOUTH,2003,7,3,1,7,0,0,0,46
MEGHALAYA,GARO HILLS WEST,2003,24,6,17,24,0,4,0,200
MEGHALAYA,JAINTIA HILLS,2003,52,11,4,41,0,3,0,264
MEGHALAYA,KHASI HILLS EAST,2003,45,10,84,211,2,20,0,770
MEGHALAYA,KHASI HILLS WEST,2003,17,6,9,18,0,0,0,91
MEGHALAYA,RI-BHOI,2003,16,3,12,39,0,4,0,166
MEGHALAYA,TOTAL,2003,175,40,133,360,5,34,0,1669
MIZORAM,AIZAWL,2003,14,24,14,709,3,41,0,1871
MIZORAM,CHAMPHAI,2003,6,10,2,67,0,4,0,221
MIZORAM,KOLASIB,2003,5,5,3,77,0,2,0,253
MIZORAM,LAWNGTLAI,2003,6,1,0,50,0,1,0,144
MIZORAM,LUNGLEI,2003,6,6,2,205,0,7,0,355
MIZORAM,MAMIT,2003,2,1,0,34,0,1,0,93
MIZORAM,SAIHA,2003,6,4,0,101,0,3,0,360
MIZORAM,SERCHHIP,2003,1,3,0,60,0,1,0,159
MIZORAM,TOTAL,2003,46,54,21,1303,3,60,0,3456
NAGALAND,DIMAPUR,2003,15,2,54,74,0,1,0,238
NAGALAND,KIPHIRE,2003,1,1,0,2,0,0,0,16
NAGALAND,KOHIMA,2003,28,5,16,53,0,5,0,245
NAGALAND,MOKOKCHUNG,2003,8,1,3,9,3,1,0,103
NAGALAND,MON,2003,7,2,4,21,0,1,0,84
NAGALAND,PEREN,2003,4,1,2,5,0,0,0,27
NAGALAND,PHEK,2003,8,2,5,3,1,0,0,65
NAGALAND,TUENSANG,2003,9,0,3,11,4,1,0,56
NAGALAND,WOKHA,2003,5,0,3,40,0,2,0,85
NAGALAND,ZUNHEBOTO,2003,6,0,2,3,0,0,0,57
NAGALAND,TOTAL,2003,91,14,92,221,8,11,0,976
ODISHA,ANGUL,2003,42,20,27,167,83,20,18,1614
ODISHA,BALASORE,2003,45,49,51,186,58,32,30,2545
ODISHA,BARAGARH,2003,27,30,19,124,83,27,10,1372
ODISHA,BERHAMPUR,2003,13,12,47,120,29,25,4,1097
ODISHA,BHADRAK,2003,17,25,21,82,48,16,21,1410
ODISHA,BOLANGIR,2003,24,25,26,123,100,48,0,1648
ODISHA,BOUDH,2003,14,11,9,40,15,2,1,405
ODISHA,CUTTACK,2003,47,32,113,576,56,94,47,3985
ODISHA,DEOGARH,2003,12,5,7,26,21,5,0,502
ODISHA,DHENKANAL,2003,34,9,15,65,62,10,3,1187
ODISHA,GAJAPATI,2003,9,4,3,25,14,7,3,368
ODISHA,GANJAM,2003,54,17,33,157,85,27,13,2026
ODISHA,JAGATSINGHPUR,2003,22,13,24,139,16,21,12,1302
ODISHA,JAJPUR,2003,23,17,19,173,43,17,19,1630
ODISHA,JHARSUGUDA,2003,22,15,15,81,31,16,0,962
ODISHA,KALAHANDI,2003,14,18,24,82,48,75,5,780
ODISHA,KANDHAMAL,2003,25,35,7,78,14,13,2,945
ODISHA,KENDRAPARA,2003,26,10,8,83,10,16,12,930
ODISHA,KEONJHAR,2003,76,37,25,157,83,11,14,1973
ODISHA,KHURDA,2003,65,57,151,1016,111,160,29,5271
ODISHA,KORAPUT,2003,41,38,24,162,56,31,0,1534
ODISHA,MALKANGIR,2003,31,17,4,47,5,7,1,440
ODISHA,MAYURBHANJ,2003,79,70,29,173,41,35,11,2213
ODISHA,NAYAGARH,2003,28,15,18,93,20,9,12,903
ODISHA,NOWRANGPUR,2003,17,26,9,67,56,7,0,708
ODISHA,NUAPADA,2003,10,6,8,41,19,11,0,562
ODISHA,PURI,2003,49,39,41,211,57,31,0,2442
ODISHA,RAYAGADA,2003,27,14,9,67,55,27,4,881
ODISHA,ROURKELA,2003,23,10,18,181,6,48,1,1178
ODISHA,SAMBALPUR,2003,29,22,36,220,31,37,1,1775
ODISHA,SONEPUR,2003,9,4,2,45,18,9,1,466
ODISHA,SRP(CUTTACK),2003,3,1,10,335,1,4,0,509
ODISHA,SRP(ROURKELA),2003,4,1,7,86,1,3,0,211
ODISHA,SUNDARGARH,2003,83,21,16,131,32,36,5,1507
ODISHA,TOTAL,2003,1044,725,875,5359,1408,937,279,47281
PUNJAB,AMRITSAR,2003,49,11,16,161,0,207,4,1422
PUNJAB,BARNALA,2003,16,15,3,48,0,82,2,623
PUNJAB,BATALA,2003,34,13,1,60,0,82,6,715
PUNJAB,BHATINDA,2003,51,15,0,147,0,230,1,1330
PUNJAB,FARIDKOT,2003,12,10,2,55,0,99,2,561
PUNJAB,FATEHGARH SAHIB,2003,11,9,3,30,0,62,1,482
PUNJAB,FEROZEPUR,2003,51,30,5,250,0,143,7,1909
PUNJAB,G.R.P,2003,10,1,2,26,0,5,3,377
PUNJAB,GURDASPUR,2003,23,15,3,30,0,51,4,669
PUNJAB,HOSHIARPUR,2003,38,30,7,107,0,128,7,1205
PUNJAB,JAGRAON,2003,23,12,4,45,0,58,5,597
PUNJAB,JALANDHAR,2003,55,33,9,380,0,507,13,3019
PUNJAB,KAPURTHALA,2003,22,11,4,64,0,227,2,887
PUNJAB,KHANNA,2003,18,7,2,52,0,44,2,612
PUNJAB,LUDHIANA,2003,64,38,13,756,0,351,8,4663
PUNJAB,MAJITHA,2003,42,12,0,57,0,67,3,769
PUNJAB,MANSA,2003,17,11,3,53,0,44,6,546
PUNJAB,MOGA,2003,27,9,7,102,0,68,3,832
PUNJAB,MUKTSAR,2003,15,9,3,37,0,54,1,506
PUNJAB,NAWAN SHAHR,2003,15,14,4,85,0,81,1,737
PUNJAB,PATIALA,2003,49,33,5,325,0,257,6,2949
PUNJAB,ROPAR,2003,24,10,2,122,0,136,8,1420
PUNJAB,SANGRUR,2003,33,19,8,154,0,107,12,1328
PUNJAB,TARN TARAN,2003,32,13,2,52,0,33,3,598
PUNJAB,TOTAL,2003,731,380,108,3198,0,3123,110,28756
RAJASTHAN,AJMER,2003,47,36,48,736,57,311,17,6360
RAJASTHAN,ALWAR,2003,80,50,40,1121,11,328,42,7118
RAJASTHAN,BANSWARA,2003,35,53,12,128,259,42,3,3171
RAJASTHAN,BARAN,2003,25,50,18,398,46,138,3,3486
RAJASTHAN,BARMER,2003,16,16,12,196,25,95,17,2424
RAJASTHAN,BHARATPUR,2003,91,41,40,841,3,297,30,7191
RAJASTHAN,BHILWARA,2003,24,42,48,815,159,272,6,5890
RAJASTHAN,BIKANER,2003,50,27,12,352,4,196,14,3512
RAJASTHAN,BUNDI,2003,28,42,21,364,71,77,4,3648
RAJASTHAN,CHITTORGARH,2003,50,78,39,657,244,265,6,6574
RAJASTHAN,CHURU,2003,29,22,1,243,75,228,15,2866
RAJASTHAN,DAUSA,2003,33,17,5,411,82,116,3,3482
RAJASTHAN,DHOLPUR,2003,40,20,17,226,71,52,21,2530
RAJASTHAN,DUNGARPUR,2003,30,15,9,55,105,39,10,1885
RAJASTHAN,G.R.P.,2003,5,0,8,536,2,4,2,858
RAJASTHAN,GANGANAGAR,2003,59,75,11,389,10,531,16,5236
RAJASTHAN,HANUMANGARH,2003,59,56,15,377,44,252,18,3818
RAJASTHAN,JAIPUR,2003,92,57,51,3161,1459,1357,32,18758
RAJASTHAN,JAISALMER,2003,3,3,3,120,13,25,4,696
RAJASTHAN,JALORE,2003,22,6,8,147,13,87,7,2404
RAJASTHAN,JHALAWAR,2003,32,50,31,325,142,73,11,3262
RAJASTHAN,JHUNJHUNU,2003,41,27,6,269,87,125,7,3607
RAJASTHAN,JODHPUR,2003,39,34,25,1011,101,511,15,6824
RAJASTHAN,KARAULI,2003,28,34,10,267,23,97,13,3217
RAJASTHAN,KOTA,2003,35,35,41,987,57,365,9,6030
RAJASTHAN,NAGAUR,2003,45,32,10,399,15,173,10,4476
RAJASTHAN,PALI,2003,38,27,29,318,78,184,9,4969
RAJASTHAN,RAJSAMAND,2003,21,12,8,166,122,103,2,2639
RAJASTHAN,SAWAI MADHOPUR,2003,24,21,12,303,20,154,10,3098
RAJASTHAN,SIKAR,2003,33,15,4,276,159,188,17,3552
RAJASTHAN,SIROHI,2003,27,11,10,140,19,56,6,2055
RAJASTHAN,TONK,2003,20,11,13,291,182,139,5,3837
RAJASTHAN,UDAIPUR,2003,61,35,38,431,294,345,5,6106
RAJASTHAN,TOTAL,2003,1262,1050,655,16456,4052,7225,389,145579
SIKKIM,EAST,2003,7,5,3,41,5,10,0,280
SIKKIM,NORTH,2003,1,2,0,2,0,0,0,14
SIKKIM,SOUTH,2003,3,1,0,19,1,1,0,91
SIKKIM,WEST,2003,3,2,0,3,4,1,0,58
SIKKIM,TOTAL,2003,14,10,3,65,10,12,0,443
TAMIL NADU,CHENGAI,2003,84,17,25,1170,82,94,15,11079
TAMIL NADU,CHENNAI,2003,71,38,74,3779,43,627,18,8580
TAMIL NADU,CHENNAI RLY.,2003,0,0,15,199,3,2,0,574
TAMIL NADU,COIMBATORE RURAL,2003,72,16,35,1146,321,71,17,9257
TAMIL NADU,COIMBATORE URBAN,2003,22,4,29,993,106,69,1,3187
TAMIL NADU,CUDDALORE,2003,62,19,19,494,113,14,10,6098
TAMIL NADU,DHARMAPURI,2003,90,23,19,332,374,38,16,6099
TAMIL NADU,DINDIGUL,2003,62,18,22,467,51,47,3,5020
TAMIL NADU,ERODE,2003,53,11,23,676,40,36,2,6052
TAMIL NADU,KANCHIPURAM,2003,48,31,3,471,75,31,11,5087
TAMIL NADU,KANYAKUMARI,2003,38,11,7,232,6,46,4,3502
TAMIL NADU,KARUR,2003,26,3,3,296,15,11,2,2414
TAMIL NADU,MADURAI RURAL,2003,48,22,50,383,173,61,13,4110
TAMIL NADU,MADURAI URBAN,2003,27,7,12,468,64,115,10,3253
TAMIL NADU,NAGAPATTINAM,2003,41,5,5,259,40,16,8,3636
TAMIL NADU,NAMAKKAL,2003,31,7,8,257,67,18,6,3558
TAMIL NADU,NILGIRIS,2003,18,9,3,144,26,10,0,1599
TAMIL NADU,PERAMBALUR,2003,31,13,1,204,57,15,3,2438
TAMIL NADU,PUDUKOTTAI,2003,32,8,7,185,162,15,2,3262
TAMIL NADU,RAMNATHAPURAM,2003,26,10,5,217,158,20,3,2959
TAMIL NADU,SALEM RURAL,2003,78,35,14,357,306,52,10,6310
TAMIL NADU,SALEM URBAN,2003,15,11,2,337,14,25,3,2070
TAMIL NADU,SIVAGANGAI,2003,24,4,3,231,41,31,4,2721
TAMIL NADU,THANJAVUR,2003,60,14,8,452,99,18,1,3985
TAMIL NADU,THENI,2003,35,6,14,246,104,51,4,3054
TAMIL NADU,THIRUNELVELI RURAL,2003,54,43,10,439,2,34,11,6367
TAMIL NADU,THIRUNELVELI URBAN,2003,12,4,9,124,40,14,0,1065
TAMIL NADU,THIRUVALLUR,2003,25,14,8,279,140,20,8,3184
TAMIL NADU,THIRUVANNAMALAI,2003,38,25,10,358,146,28,6,3949
TAMIL NADU,THIRUVARUR,2003,14,9,5,242,70,12,2,2776
TAMIL NADU,THOOTHUGUDI,2003,76,21,20,550,205,64,5,5353
TAMIL NADU,TRICHY RLY.,2003,0,0,0,47,4,2,0,177
TAMIL NADU,TRICHY RURAL,2003,44,7,9,229,84,19,7,3037
TAMIL NADU,TRICHY URBAN,2003,17,6,5,449,10,51,0,2470
TAMIL NADU,VELLORE,2003,87,20,5,591,84,43,6,7354
TAMIL NADU,VILLUPURAM,2003,77,39,14,412,318,23,6,6735
TAMIL NADU,VIRUDHUNAGAR,2003,53,27,13,498,63,61,3,4815
TAMIL NADU,TOTAL,2003,1591,557,514,18213,3706,1904,220,157186
TRIPURA,DHALAI,2003,40,5,14,13,35,4,2,530
TRIPURA,NORTH,2003,40,36,27,54,30,5,3,719
TRIPURA,SOUTH,2003,38,37,12,53,81,10,3,897
TRIPURA,WEST,2003,136,36,16,156,128,6,12,1368
TRIPURA,TOTAL,2003,254,114,69,276,274,25,20,3514
UTTAR PRADESH,AGRA,2003,126,27,60,724,140,122,55,3438
UTTAR PRADESH,ALIGARH,2003,156,24,83,454,105,77,33,2325
